,Unnamed,yyyymmdd,area,sex,frequency,general_hospits_num,general_hospits_bed,hospits_num,hospits_bed,affiliated_hospits_num,affiliated_hospits_bed
30437,30438,20140614,경북,2,1,19,7498,67,8618,20,114
30438,30439,20140614,광주,1,0,21,6817,71,8202,6,-
30439,30440,20140614,광주,2,0,21,6817,71,8202,6,-
30440,30441,20140614,대구,1,1,12,6681,110,13983,8,0
30441,30442,20140614,대구,2,1,12,6681,110,13983,8,0
30442,30443,20140614,대전,1,0,9,5081,33,3068,9,43
30443,30444,20140614,대전,2,0,9,5081,33,3068,9,43
30444,30445,20140614,부산,1,1,27,12716,115,12544,6,0
30445,30446,20140614,부산,2,0,27,12716,115,12544,6,0
30446,30447,20140614,서울,1,2,57,33469,206,17098,50,29
30447,30448,20140614,서울,2,1,57,33469,206,17098,50,29
30448,30449,20140614,세종,1,0,-,-,1,99,5,-
30449,30450,20140614,세종,2,0,-,-,1,99,5,-
30450,30451,20140614,울산,1,0,6,2700,36,3820,7,0
30451,30452,20140614,울산,2,0,6,2700,36,3820,7,0
30452,30453,20140614,인천,1,0,19,8407,47,5831,6,0
30453,30454,20140614,인천,2,0,19,8407,47,5831,6,0
30454,30455,20140614,전남,1,1,22,7079,78,10405,10,68
30455,30456,20140614,전남,2,0,22,7079,78,10405,10,68
30456,30457,20140614,전북,1,0,12,5075,66,7446,4,45
30457,30458,20140614,전북,2,0,12,5075,66,7446,4,45
30458,30459,20140614,제주,1,0,7,2363,6,698,0,0
30459,30460,20140614,제주,2,0,7,2363,6,698,0,0
30460,30461,20140614,충남,1,0,12,4703,40,3423,-,-
30461,30462,20140614,충남,2,0,12,4703,40,3423,-,-
30462,30463,20140614,충북,1,0,11,4294,37,4398,10,87
30463,30464,20140614,충북,2,0,11,4294,37,4398,10,87
30464,30465,20140615,강원,1,0,16,5639,42,5102,8,27
30465,30466,20140615,강원,2,2,16,5639,42,5102,8,27
30466,30467,20140615,경기,1,5,56,23231,258,28776,40,238
30467,30468,20140615,경기,2,1,56,23231,258,28776,40,238
30468,30469,20140615,경남,1,3,24,8845,119,15395,10,20
30469,30470,20140615,경남,2,3,24,8845,119,15395,10,20
30470,30471,20140615,경북,1,1,19,7498,67,8618,20,114
30471,30472,20140615,경북,2,0,19,7498,67,8618,20,114
30472,30473,20140615,광주,1,0,21,6817,71,8202,6,-
30473,30474,20140615,광주,2,0,21,6817,71,8202,6,-
30474,30475,20140615,대구,1,0,12,6681,110,13983,8,0
30475,30476,20140615,대구,2,2,12,6681,110,13983,8,0
30476,30477,20140615,대전,1,0,9,5081,33,3068,9,43
30477,30478,20140615,대전,2,1,9,5081,33,3068,9,43
30478,30479,20140615,부산,1,1,27,12716,115,12544,6,0
30479,30480,20140615,부산,2,3,27,12716,115,12544,6,0
30480,30481,20140615,서울,1,2,57,33469,206,17098,50,29
30481,30482,20140615,서울,2,2,57,33469,206,17098,50,29
30482,30483,20140615,세종,1,0,-,-,1,99,5,-
30483,30484,20140615,세종,2,0,-,-,1,99,5,-
30484,30485,20140615,울산,1,1,6,2700,36,3820,7,0
30485,30486,20140615,울산,2,0,6,2700,36,3820,7,0
30486,30487,20140615,인천,1,0,19,8407,47,5831,6,0
30487,30488,20140615,인천,2,1,19,8407,47,5831,6,0
30488,30489,20140615,전남,1,0,22,7079,78,10405,10,68
30489,30490,20140615,전남,2,1,22,7079,78,10405,10,68
30490,30491,20140615,전북,1,0,12,5075,66,7446,4,45
30491,30492,20140615,전북,2,0,12,5075,66,7446,4,45
30492,30493,20140615,제주,1,0,7,2363,6,698,0,0
30493,30494,20140615,제주,2,2,7,2363,6,698,0,0
30494,30495,20140615,충남,1,0,12,4703,40,3423,-,-
30495,30496,20140615,충남,2,2,12,4703,40,3423,-,-
30496,30497,20140615,충북,1,0,11,4294,37,4398,10,87
30497,30498,20140615,충북,2,0,11,4294,37,4398,10,87
30498,30499,20140616,강원,1,2,16,5639,42,5102,8,27
30499,30500,20140616,강원,2,2,16,5639,42,5102,8,27
30500,30501,20140616,경기,1,3,56,23231,258,28776,40,238
30501,30502,20140616,경기,2,3,56,23231,258,28776,40,238
30502,30503,20140616,경남,1,0,24,8845,119,15395,10,20
30503,30504,20140616,경남,2,5,24,8845,119,15395,10,20
30504,30505,20140616,경북,1,4,19,7498,67,8618,20,114
30505,30506,20140616,경북,2,1,19,7498,67,8618,20,114
30506,30507,20140616,광주,1,2,21,6817,71,8202,6,-
30507,30508,20140616,광주,2,1,21,6817,71,8202,6,-
30508,30509,20140616,대구,1,2,12,6681,110,13983,8,0
30509,30510,20140616,대구,2,3,12,6681,110,13983,8,0
30510,30511,20140616,대전,1,0,9,5081,33,3068,9,43
30511,30512,20140616,대전,2,3,9,5081,33,3068,9,43
30512,30513,20140616,부산,1,2,27,12716,115,12544,6,0
30513,30514,20140616,부산,2,0,27,12716,115,12544,6,0
30514,30515,20140616,서울,1,6,57,33469,206,17098,50,29
30515,30516,20140616,서울,2,1,57,33469,206,17098,50,29
30516,30517,20140616,세종,1,0,-,-,1,99,5,-
30517,30518,20140616,세종,2,0,-,-,1,99,5,-
30518,30519,20140616,울산,1,1,6,2700,36,3820,7,0
30519,30520,20140616,울산,2,0,6,2700,36,3820,7,0
30520,30521,20140616,인천,1,2,19,8407,47,5831,6,0
30521,30522,20140616,인천,2,0,19,8407,47,5831,6,0
30522,30523,20140616,전남,1,2,22,7079,78,10405,10,68
30523,30524,20140616,전남,2,1,22,7079,78,10405,10,68
30524,30525,20140616,전북,1,2,12,5075,66,7446,4,45
30525,30526,20140616,전북,2,1,12,5075,66,7446,4,45
30526,30527,20140616,제주,1,0,7,2363,6,698,0,0
30527,30528,20140616,제주,2,1,7,2363,6,698,0,0
30528,30529,20140616,충남,1,5,12,4703,40,3423,-,-
30529,30530,20140616,충남,2,1,12,4703,40,3423,-,-
30530,30531,20140616,충북,1,0,11,4294,37,4398,10,87
30531,30532,20140616,충북,2,0,11,4294,37,4398,10,87
30532,30533,20140617,강원,1,1,16,5639,42,5102,8,27
30533,30534,20140617,강원,2,1,16,5639,42,5102,8,27
30534,30535,20140617,경기,1,8,56,23231,258,28776,40,238
30535,30536,20140617,경기,2,9,56,23231,258,28776,40,238
30536,30537,20140617,경남,1,3,24,8845,119,15395,10,20
30537,30538,20140617,경남,2,3,24,8845,119,15395,10,20
30538,30539,20140617,경북,1,4,19,7498,67,8618,20,114
30539,30540,20140617,경북,2,2,19,7498,67,8618,20,114
30540,30541,20140617,광주,1,1,21,6817,71,8202,6,-
30541,30542,20140617,광주,2,1,21,6817,71,8202,6,-
30542,30543,20140617,대구,1,1,12,6681,110,13983,8,0
30543,30544,20140617,대구,2,1,12,6681,110,13983,8,0
30544,30545,20140617,대전,1,1,9,5081,33,3068,9,43
30545,30546,20140617,대전,2,1,9,5081,33,3068,9,43
30546,30547,20140617,부산,1,0,27,12716,115,12544,6,0
30547,30548,20140617,부산,2,1,27,12716,115,12544,6,0
30548,30549,20140617,서울,1,6,57,33469,206,17098,50,29
30549,30550,20140617,서울,2,6,57,33469,206,17098,50,29
30550,30551,20140617,세종,1,0,-,-,1,99,5,-
30551,30552,20140617,세종,2,0,-,-,1,99,5,-
30552,30553,20140617,울산,1,1,6,2700,36,3820,7,0
30553,30554,20140617,울산,2,0,6,2700,36,3820,7,0
30554,30555,20140617,인천,1,1,19,8407,47,5831,6,0
30555,30556,20140617,인천,2,1,19,8407,47,5831,6,0
30556,30557,20140617,전남,1,1,22,7079,78,10405,10,68
30557,30558,20140617,전남,2,3,22,7079,78,10405,10,68
30558,30559,20140617,전북,1,1,12,5075,66,7446,4,45
30559,30560,20140617,전북,2,2,12,5075,66,7446,4,45
30560,30561,20140617,제주,1,1,7,2363,6,698,0,0
30561,30562,20140617,제주,2,1,7,2363,6,698,0,0
30562,30563,20140617,충남,1,0,12,4703,40,3423,-,-
30563,30564,20140617,충남,2,1,12,4703,40,3423,-,-
30564,30565,20140617,충북,1,0,11,4294,37,4398,10,87
30565,30566,20140617,충북,2,1,11,4294,37,4398,10,87
30566,30567,20140618,강원,1,0,16,5639,42,5102,8,27
30567,30568,20140618,강원,2,3,16,5639,42,5102,8,27
30568,30569,20140618,경기,1,8,56,23231,258,28776,40,238
30569,30570,20140618,경기,2,6,56,23231,258,28776,40,238
30570,30571,20140618,경남,1,1,24,8845,119,15395,10,20
30571,30572,20140618,경남,2,3,24,8845,119,15395,10,20
30572,30573,20140618,경북,1,1,19,7498,67,8618,20,114
30573,30574,20140618,경북,2,0,19,7498,67,8618,20,114
30574,30575,20140618,광주,1,0,21,6817,71,8202,6,-
30575,30576,20140618,광주,2,1,21,6817,71,8202,6,-
30576,30577,20140618,대구,1,1,12,6681,110,13983,8,0
30577,30578,20140618,대구,2,0,12,6681,110,13983,8,0
30578,30579,20140618,대전,1,0,9,5081,33,3068,9,43
30579,30580,20140618,대전,2,1,9,5081,33,3068,9,43
30580,30581,20140618,부산,1,0,27,12716,115,12544,6,0
30581,30582,20140618,부산,2,3,27,12716,115,12544,6,0
30582,30583,20140618,서울,1,6,57,33469,206,17098,50,29
30583,30584,20140618,서울,2,2,57,33469,206,17098,50,29
30584,30585,20140618,세종,1,0,-,-,1,99,5,-
30585,30586,20140618,세종,2,0,-,-,1,99,5,-
30586,30587,20140618,울산,1,0,6,2700,36,3820,7,0
30587,30588,20140618,울산,2,0,6,2700,36,3820,7,0
30588,30589,20140618,인천,1,1,19,8407,47,5831,6,0
30589,30590,20140618,인천,2,0,19,8407,47,5831,6,0
30590,30591,20140618,전남,1,1,22,7079,78,10405,10,68
30591,30592,20140618,전남,2,3,22,7079,78,10405,10,68
30592,30593,20140618,전북,1,0,12,5075,66,7446,4,45
30593,30594,20140618,전북,2,1,12,5075,66,7446,4,45
30594,30595,20140618,제주,1,0,7,2363,6,698,0,0
30595,30596,20140618,제주,2,2,7,2363,6,698,0,0
30596,30597,20140618,충남,1,2,12,4703,40,3423,-,-
30597,30598,20140618,충남,2,1,12,4703,40,3423,-,-
30598,30599,20140618,충북,1,0,11,4294,37,4398,10,87
30599,30600,20140618,충북,2,0,11,4294,37,4398,10,87
30600,30601,20140619,강원,1,0,16,5639,42,5102,8,27
30601,30602,20140619,강원,2,2,16,5639,42,5102,8,27
30602,30603,20140619,경기,1,0,56,23231,258,28776,40,238
30603,30604,20140619,경기,2,4,56,23231,258,28776,40,238
30604,30605,20140619,경남,1,2,24,8845,119,15395,10,20
30605,30606,20140619,경남,2,6,24,8845,119,15395,10,20
30606,30607,20140619,경북,1,2,19,7498,67,8618,20,114
30607,30608,20140619,경북,2,1,19,7498,67,8618,20,114
30608,30609,20140619,광주,1,1,21,6817,71,8202,6,-
30609,30610,20140619,광주,2,0,21,6817,71,8202,6,-
30610,30611,20140619,대구,1,3,12,6681,110,13983,8,0
30611,30612,20140619,대구,2,3,12,6681,110,13983,8,0
30612,30613,20140619,대전,1,1,9,5081,33,3068,9,43
30613,30614,20140619,대전,2,1,9,5081,33,3068,9,43
30614,30615,20140619,부산,1,3,27,12716,115,12544,6,0
30615,30616,20140619,부산,2,1,27,12716,115,12544,6,0
30616,30617,20140619,서울,1,6,57,33469,206,17098,50,29
30617,30618,20140619,서울,2,3,57,33469,206,17098,50,29
30618,30619,20140619,세종,1,0,-,-,1,99,5,-
30619,30620,20140619,세종,2,0,-,-,1,99,5,-
30620,30621,20140619,울산,1,0,6,2700,36,3820,7,0
30621,30622,20140619,울산,2,0,6,2700,36,3820,7,0
30622,30623,20140619,인천,1,1,19,8407,47,5831,6,0
30623,30624,20140619,인천,2,2,19,8407,47,5831,6,0
30624,30625,20140619,전남,1,2,22,7079,78,10405,10,68
30625,30626,20140619,전남,2,2,22,7079,78,10405,10,68
30626,30627,20140619,전북,1,1,12,5075,66,7446,4,45
30627,30628,20140619,전북,2,2,12,5075,66,7446,4,45
30628,30629,20140619,제주,1,0,7,2363,6,698,0,0
30629,30630,20140619,제주,2,0,7,2363,6,698,0,0
30630,30631,20140619,충남,1,4,12,4703,40,3423,-,-
30631,30632,20140619,충남,2,1,12,4703,40,3423,-,-
30632,30633,20140619,충북,1,0,11,4294,37,4398,10,87
30633,30634,20140619,충북,2,1,11,4294,37,4398,10,87
30634,30635,20140620,강원,1,0,16,5639,42,5102,8,27
30635,30636,20140620,강원,2,1,16,5639,42,5102,8,27
30636,30637,20140620,경기,1,6,56,23231,258,28776,40,238
30637,30638,20140620,경기,2,7,56,23231,258,28776,40,238
30638,30639,20140620,경남,1,0,24,8845,119,15395,10,20
30639,30640,20140620,경남,2,2,24,8845,119,15395,10,20
30640,30641,20140620,경북,1,1,19,7498,67,8618,20,114
30641,30642,20140620,경북,2,0,19,7498,67,8618,20,114
30642,30643,20140620,광주,1,0,21,6817,71,8202,6,-
30643,30644,20140620,광주,2,1,21,6817,71,8202,6,-
30644,30645,20140620,대구,1,2,12,6681,110,13983,8,0
30645,30646,20140620,대구,2,0,12,6681,110,13983,8,0
30646,30647,20140620,대전,1,0,9,5081,33,3068,9,43
30647,30648,20140620,대전,2,0,9,5081,33,3068,9,43
30648,30649,20140620,부산,1,1,27,12716,115,12544,6,0
30649,30650,20140620,부산,2,4,27,12716,115,12544,6,0
30650,30651,20140620,서울,1,6,57,33469,206,17098,50,29
30651,30652,20140620,서울,2,1,57,33469,206,17098,50,29
30652,30653,20140620,세종,1,0,-,-,1,99,5,-
30653,30654,20140620,세종,2,0,-,-,1,99,5,-
30654,30655,20140620,울산,1,0,6,2700,36,3820,7,0
30655,30656,20140620,울산,2,1,6,2700,36,3820,7,0
30656,30657,20140620,인천,1,0,19,8407,47,5831,6,0
30657,30658,20140620,인천,2,0,19,8407,47,5831,6,0
30658,30659,20140620,전남,1,1,22,7079,78,10405,10,68
30659,30660,20140620,전남,2,0,22,7079,78,10405,10,68
30660,30661,20140620,전북,1,2,12,5075,66,7446,4,45
30661,30662,20140620,전북,2,1,12,5075,66,7446,4,45
30662,30663,20140620,제주,1,0,7,2363,6,698,0,0
30663,30664,20140620,제주,2,0,7,2363,6,698,0,0
30664,30665,20140620,충남,1,1,12,4703,40,3423,-,-
30665,30666,20140620,충남,2,1,12,4703,40,3423,-,-
30666,30667,20140620,충북,1,1,11,4294,37,4398,10,87
30667,30668,20140620,충북,2,0,11,4294,37,4398,10,87
30668,30669,20140621,강원,1,0,16,5639,42,5102,8,27
30669,30670,20140621,강원,2,0,16,5639,42,5102,8,27
30670,30671,20140621,경기,1,4,56,23231,258,28776,40,238
30671,30672,20140621,경기,2,3,56,23231,258,28776,40,238
30672,30673,20140621,경남,1,0,24,8845,119,15395,10,20
30673,30674,20140621,경남,2,3,24,8845,119,15395,10,20
30674,30675,20140621,경북,1,0,19,7498,67,8618,20,114
30675,30676,20140621,경북,2,2,19,7498,67,8618,20,114
30676,30677,20140621,광주,1,0,21,6817,71,8202,6,-
30677,30678,20140621,광주,2,1,21,6817,71,8202,6,-
30678,30679,20140621,대구,1,1,12,6681,110,13983,8,0
30679,30680,20140621,대구,2,1,12,6681,110,13983,8,0
30680,30681,20140621,대전,1,0,9,5081,33,3068,9,43
30681,30682,20140621,대전,2,2,9,5081,33,3068,9,43
30682,30683,20140621,부산,1,0,27,12716,115,12544,6,0
30683,30684,20140621,부산,2,1,27,12716,115,12544,6,0
30684,30685,20140621,서울,1,3,57,33469,206,17098,50,29
30685,30686,20140621,서울,2,2,57,33469,206,17098,50,29
30686,30687,20140621,세종,1,0,-,-,1,99,5,-
30687,30688,20140621,세종,2,0,-,-,1,99,5,-
30688,30689,20140621,울산,1,0,6,2700,36,3820,7,0
30689,30690,20140621,울산,2,1,6,2700,36,3820,7,0
30690,30691,20140621,인천,1,1,19,8407,47,5831,6,0
30691,30692,20140621,인천,2,1,19,8407,47,5831,6,0
30692,30693,20140621,전남,1,0,22,7079,78,10405,10,68
30693,30694,20140621,전남,2,3,22,7079,78,10405,10,68
30694,30695,20140621,전북,1,0,12,5075,66,7446,4,45
30695,30696,20140621,전북,2,0,12,5075,66,7446,4,45
30696,30697,20140621,제주,1,0,7,2363,6,698,0,0
30697,30698,20140621,제주,2,0,7,2363,6,698,0,0
30698,30699,20140621,충남,1,1,12,4703,40,3423,-,-
30699,30700,20140621,충남,2,0,12,4703,40,3423,-,-
30700,30701,20140621,충북,1,1,11,4294,37,4398,10,87
30701,30702,20140621,충북,2,1,11,4294,37,4398,10,87
30702,30703,20140622,강원,1,0,16,5639,42,5102,8,27
30703,30704,20140622,강원,2,1,16,5639,42,5102,8,27
30704,30705,20140622,경기,1,2,56,23231,258,28776,40,238
30705,30706,20140622,경기,2,5,56,23231,258,28776,40,238
30706,30707,20140622,경남,1,1,24,8845,119,15395,10,20
30707,30708,20140622,경남,2,0,24,8845,119,15395,10,20
30708,30709,20140622,경북,1,4,19,7498,67,8618,20,114
30709,30710,20140622,경북,2,0,19,7498,67,8618,20,114
30710,30711,20140622,광주,1,1,21,6817,71,8202,6,-
30711,30712,20140622,광주,2,1,21,6817,71,8202,6,-
30712,30713,20140622,대구,1,1,12,6681,110,13983,8,0
30713,30714,20140622,대구,2,4,12,6681,110,13983,8,0
30714,30715,20140622,대전,1,0,9,5081,33,3068,9,43
30715,30716,20140622,대전,2,0,9,5081,33,3068,9,43
30716,30717,20140622,부산,1,0,27,12716,115,12544,6,0
30717,30718,20140622,부산,2,0,27,12716,115,12544,6,0
30718,30719,20140622,서울,1,3,57,33469,206,17098,50,29
30719,30720,20140622,서울,2,4,57,33469,206,17098,50,29
30720,30721,20140622,세종,1,0,-,-,1,99,5,-
30721,30722,20140622,세종,2,0,-,-,1,99,5,-
30722,30723,20140622,울산,1,0,6,2700,36,3820,7,0
30723,30724,20140622,울산,2,0,6,2700,36,3820,7,0
30724,30725,20140622,인천,1,1,19,8407,47,5831,6,0
30725,30726,20140622,인천,2,0,19,8407,47,5831,6,0
30726,30727,20140622,전남,1,4,22,7079,78,10405,10,68
30727,30728,20140622,전남,2,1,22,7079,78,10405,10,68
30728,30729,20140622,전북,1,1,12,5075,66,7446,4,45
30729,30730,20140622,전북,2,1,12,5075,66,7446,4,45
30730,30731,20140622,제주,1,0,7,2363,6,698,0,0
30731,30732,20140622,제주,2,0,7,2363,6,698,0,0
30732,30733,20140622,충남,1,0,12,4703,40,3423,-,-
30733,30734,20140622,충남,2,2,12,4703,40,3423,-,-
30734,30735,20140622,충북,1,0,11,4294,37,4398,10,87
30735,30736,20140622,충북,2,0,11,4294,37,4398,10,87
30736,30737,20140623,강원,1,0,16,5639,42,5102,8,27
30737,30738,20140623,강원,2,0,16,5639,42,5102,8,27
30738,30739,20140623,경기,1,10,56,23231,258,28776,40,238
30739,30740,20140623,경기,2,5,56,23231,258,28776,40,238
30740,30741,20140623,경남,1,3,24,8845,119,15395,10,20
30741,30742,20140623,경남,2,5,24,8845,119,15395,10,20
30742,30743,20140623,경북,1,2,19,7498,67,8618,20,114
30743,30744,20140623,경북,2,2,19,7498,67,8618,20,114
30744,30745,20140623,광주,1,1,21,6817,71,8202,6,-
30745,30746,20140623,광주,2,0,21,6817,71,8202,6,-
30746,30747,20140623,대구,1,1,12,6681,110,13983,8,0
30747,30748,20140623,대구,2,0,12,6681,110,13983,8,0
30748,30749,20140623,대전,1,0,9,5081,33,3068,9,43
30749,30750,20140623,대전,2,0,9,5081,33,3068,9,43
30750,30751,20140623,부산,1,1,27,12716,115,12544,6,0
30751,30752,20140623,부산,2,1,27,12716,115,12544,6,0
30752,30753,20140623,서울,1,2,57,33469,206,17098,50,29
30753,30754,20140623,서울,2,5,57,33469,206,17098,50,29
30754,30755,20140623,세종,1,0,-,-,1,99,5,-
30755,30756,20140623,세종,2,0,-,-,1,99,5,-
30756,30757,20140623,울산,1,2,6,2700,36,3820,7,0
30757,30758,20140623,울산,2,0,6,2700,36,3820,7,0
30758,30759,20140623,인천,1,5,19,8407,47,5831,6,0
30759,30760,20140623,인천,2,2,19,8407,47,5831,6,0
30760,30761,20140623,전남,1,1,22,7079,78,10405,10,68
30761,30762,20140623,전남,2,1,22,7079,78,10405,10,68
30762,30763,20140623,전북,1,2,12,5075,66,7446,4,45
30763,30764,20140623,전북,2,1,12,5075,66,7446,4,45
30764,30765,20140623,제주,1,2,7,2363,6,698,0,0
30765,30766,20140623,제주,2,0,7,2363,6,698,0,0
30766,30767,20140623,충남,1,0,12,4703,40,3423,-,-
30767,30768,20140623,충남,2,2,12,4703,40,3423,-,-
30768,30769,20140623,충북,1,3,11,4294,37,4398,10,87
30769,30770,20140623,충북,2,1,11,4294,37,4398,10,87
30770,30771,20140624,강원,1,2,16,5639,42,5102,8,27
30771,30772,20140624,강원,2,1,16,5639,42,5102,8,27
30772,30773,20140624,경기,1,6,56,23231,258,28776,40,238
30773,30774,20140624,경기,2,1,56,23231,258,28776,40,238
30774,30775,20140624,경남,1,2,24,8845,119,15395,10,20
30775,30776,20140624,경남,2,0,24,8845,119,15395,10,20
30776,30777,20140624,경북,1,3,19,7498,67,8618,20,114
30777,30778,20140624,경북,2,4,19,7498,67,8618,20,114
30778,30779,20140624,광주,1,1,21,6817,71,8202,6,-
30779,30780,20140624,광주,2,2,21,6817,71,8202,6,-
30780,30781,20140624,대구,1,0,12,6681,110,13983,8,0
30781,30782,20140624,대구,2,1,12,6681,110,13983,8,0
30782,30783,20140624,대전,1,0,9,5081,33,3068,9,43
30783,30784,20140624,대전,2,2,9,5081,33,3068,9,43
30784,30785,20140624,부산,1,1,27,12716,115,12544,6,0
30785,30786,20140624,부산,2,1,27,12716,115,12544,6,0
30786,30787,20140624,서울,1,4,57,33469,206,17098,50,29
30787,30788,20140624,서울,2,2,57,33469,206,17098,50,29
30788,30789,20140624,세종,1,0,-,-,1,99,5,-
30789,30790,20140624,세종,2,0,-,-,1,99,5,-
30790,30791,20140624,울산,1,1,6,2700,36,3820,7,0
30791,30792,20140624,울산,2,0,6,2700,36,3820,7,0
30792,30793,20140624,인천,1,0,19,8407,47,5831,6,0
30793,30794,20140624,인천,2,1,19,8407,47,5831,6,0
30794,30795,20140624,전남,1,2,22,7079,78,10405,10,68
30795,30796,20140624,전남,2,4,22,7079,78,10405,10,68
30796,30797,20140624,전북,1,3,12,5075,66,7446,4,45
30797,30798,20140624,전북,2,1,12,5075,66,7446,4,45
30798,30799,20140624,제주,1,0,7,2363,6,698,0,0
30799,30800,20140624,제주,2,1,7,2363,6,698,0,0
30800,30801,20140624,충남,1,4,12,4703,40,3423,-,-
30801,30802,20140624,충남,2,1,12,4703,40,3423,-,-
30802,30803,20140624,충북,1,1,11,4294,37,4398,10,87
30803,30804,20140624,충북,2,1,11,4294,37,4398,10,87
30804,30805,20140625,강원,1,1,16,5639,42,5102,8,27
30805,30806,20140625,강원,2,3,16,5639,42,5102,8,27
30806,30807,20140625,경기,1,6,56,23231,258,28776,40,238
30807,30808,20140625,경기,2,6,56,23231,258,28776,40,238
30808,30809,20140625,경남,1,1,24,8845,119,15395,10,20
30809,30810,20140625,경남,2,3,24,8845,119,15395,10,20
30810,30811,20140625,경북,1,0,19,7498,67,8618,20,114
30811,30812,20140625,경북,2,1,19,7498,67,8618,20,114
30812,30813,20140625,광주,1,0,21,6817,71,8202,6,-
30813,30814,20140625,광주,2,0,21,6817,71,8202,6,-
30814,30815,20140625,대구,1,1,12,6681,110,13983,8,0
30815,30816,20140625,대구,2,1,12,6681,110,13983,8,0
30816,30817,20140625,대전,1,0,9,5081,33,3068,9,43
30817,30818,20140625,대전,2,1,9,5081,33,3068,9,43
30818,30819,20140625,부산,1,2,27,12716,115,12544,6,0
30819,30820,20140625,부산,2,2,27,12716,115,12544,6,0
30820,30821,20140625,서울,1,4,57,33469,206,17098,50,29
30821,30822,20140625,서울,2,3,57,33469,206,17098,50,29
30822,30823,20140625,세종,1,0,-,-,1,99,5,-
30823,30824,20140625,세종,2,0,-,-,1,99,5,-
30824,30825,20140625,울산,1,1,6,2700,36,3820,7,0
30825,30826,20140625,울산,2,0,6,2700,36,3820,7,0
30826,30827,20140625,인천,1,1,19,8407,47,5831,6,0
30827,30828,20140625,인천,2,0,19,8407,47,5831,6,0
30828,30829,20140625,전남,1,1,22,7079,78,10405,10,68
30829,30830,20140625,전남,2,1,22,7079,78,10405,10,68
30830,30831,20140625,전북,1,0,12,5075,66,7446,4,45
30831,30832,20140625,전북,2,1,12,5075,66,7446,4,45
30832,30833,20140625,제주,1,0,7,2363,6,698,0,0
30833,30834,20140625,제주,2,0,7,2363,6,698,0,0
30834,30835,20140625,충남,1,1,12,4703,40,3423,-,-
30835,30836,20140625,충남,2,1,12,4703,40,3423,-,-
30836,30837,20140625,충북,1,2,11,4294,37,4398,10,87
30837,30838,20140625,충북,2,1,11,4294,37,4398,10,87
30838,30839,20140626,강원,1,1,16,5639,42,5102,8,27
30839,30840,20140626,강원,2,1,16,5639,42,5102,8,27
30840,30841,20140626,경기,1,7,56,23231,258,28776,40,238
30841,30842,20140626,경기,2,5,56,23231,258,28776,40,238
30842,30843,20140626,경남,1,2,24,8845,119,15395,10,20
30843,30844,20140626,경남,2,2,24,8845,119,15395,10,20
30844,30845,20140626,경북,1,3,19,7498,67,8618,20,114
30845,30846,20140626,경북,2,2,19,7498,67,8618,20,114
30846,30847,20140626,광주,1,0,21,6817,71,8202,6,-
30847,30848,20140626,광주,2,0,21,6817,71,8202,6,-
30848,30849,20140626,대구,1,0,12,6681,110,13983,8,0
30849,30850,20140626,대구,2,2,12,6681,110,13983,8,0
30850,30851,20140626,대전,1,1,9,5081,33,3068,9,43
30851,30852,20140626,대전,2,1,9,5081,33,3068,9,43
30852,30853,20140626,부산,1,3,27,12716,115,12544,6,0
30853,30854,20140626,부산,2,2,27,12716,115,12544,6,0
30854,30855,20140626,서울,1,2,57,33469,206,17098,50,29
30855,30856,20140626,서울,2,4,57,33469,206,17098,50,29
30856,30857,20140626,세종,1,0,-,-,1,99,5,-
30857,30858,20140626,세종,2,0,-,-,1,99,5,-
30858,30859,20140626,울산,1,1,6,2700,36,3820,7,0
30859,30860,20140626,울산,2,0,6,2700,36,3820,7,0
30860,30861,20140626,인천,1,3,19,8407,47,5831,6,0
30861,30862,20140626,인천,2,0,19,8407,47,5831,6,0
30862,30863,20140626,전남,1,0,22,7079,78,10405,10,68
30863,30864,20140626,전남,2,2,22,7079,78,10405,10,68
30864,30865,20140626,전북,1,0,12,5075,66,7446,4,45
30865,30866,20140626,전북,2,2,12,5075,66,7446,4,45
30866,30867,20140626,제주,1,2,7,2363,6,698,0,0
30867,30868,20140626,제주,2,0,7,2363,6,698,0,0
30868,30869,20140626,충남,1,2,12,4703,40,3423,-,-
30869,30870,20140626,충남,2,1,12,4703,40,3423,-,-
30870,30871,20140626,충북,1,0,11,4294,37,4398,10,87
30871,30872,20140626,충북,2,0,11,4294,37,4398,10,87
30872,30873,20140627,강원,1,0,16,5639,42,5102,8,27
30873,30874,20140627,강원,2,4,16,5639,42,5102,8,27
30874,30875,20140627,경기,1,5,56,23231,258,28776,40,238
30875,30876,20140627,경기,2,4,56,23231,258,28776,40,238
30876,30877,20140627,경남,1,2,24,8845,119,15395,10,20
30877,30878,20140627,경남,2,2,24,8845,119,15395,10,20
30878,30879,20140627,경북,1,2,19,7498,67,8618,20,114
30879,30880,20140627,경북,2,2,19,7498,67,8618,20,114
30880,30881,20140627,광주,1,0,21,6817,71,8202,6,-
30881,30882,20140627,광주,2,1,21,6817,71,8202,6,-
30882,30883,20140627,대구,1,2,12,6681,110,13983,8,0
30883,30884,20140627,대구,2,1,12,6681,110,13983,8,0
30884,30885,20140627,대전,1,2,9,5081,33,3068,9,43
30885,30886,20140627,대전,2,2,9,5081,33,3068,9,43
30886,30887,20140627,부산,1,1,27,12716,115,12544,6,0
30887,30888,20140627,부산,2,1,27,12716,115,12544,6,0
